line_number,trans_date_trans_time,merchant,category,amt,gender,city,state,city_pop,job,unix_time,is_fraud,age
6856,2019-07-07 16:33:01,fraud_Crona and Sons,kids_pets,44.97,F,Kings Bay,GA,1293,Naval architect,1341678781,0,61
6857,2019-07-07 16:48:18,fraud_Breitenberg-Hermiston,kids_pets,81.43,F,Uledi,PA,328,Tree surgeon,1341679698,0,41
6858,2019-07-07 17:08:28,"fraud_Denesik, Powlowski and Pouros",home,39.59,F,Bridgeport,NJ,504,"Engineer, control and instrumentation",1341680908,0,44
6859,2019-07-07 17:27:39,"fraud_Okuneva, Schneider and Rau",shopping_pos,5.47,F,Thomas,OK,1675,Barrister,1341682059,0,38
6860,2019-07-07 17:49:14,fraud_Rau-Grant,kids_pets,6.21,F,Coyle,OK,1493,Amenity horticulturist,1341683354,0,39
6861,2019-07-07 18:04:56,"fraud_Cole, Hills and Jewess",home,76.77,M,Clune,PA,168,Race relations officer,1341684296,0,46
6862,2019-07-07 18:22:09,fraud_Bahringer Group,health_fitness,41.26,F,Thrall,TX,1766,Press sub,1341685329,0,48
6863,2019-07-07 18:38:07,"fraud_Turcotte, Batz and Buckridge",health_fitness,10.84,F,Clifton,SC,167,Museum/gallery conservator,1341686287,0,36
6864,2019-07-07 18:51:58,"fraud_Bradtke, Torp and Bahringer",personal_care,2.58,F,Thompson,UT,46,"Surveyor, minerals",1341687118,0,37
6865,2019-07-07 19:06:43,"fraud_Schoen, Nienow and Bauch",personal_care,41.31,F,Nobleboro,ME,1643,Financial trader,1341688003,0,48
6866,2019-07-07 19:23:57,fraud_Haag-Blanda,food_dining,40.26,F,Daniels,WV,3994,"Biochemist, clinical",1341689037,0,88
6867,2019-07-07 19:39:59,fraud_Kihn-Fritsch,food_dining,65.27,M,Big Creek,KY,467,"Psychologist, forensic",1341689999,0,40
6868,2019-07-07 19:56:32,"fraud_Prosacco, Kreiger and Kovacek",home,73.88,M,Doe Hill,VA,99,Dance movement psychotherapist,1341690992,0,38
6869,2019-07-07 20:16:34,fraud_Bartoletti and Sons,personal_care,54.9,F,East Andover,ME,190,Animal nutritionist,1341692194,0,54
6870,2019-07-07 20:35:48,fraud_Mosciski Group,travel,7.61,F,Goreville,IL,3119,"Teacher, secondary school",1341693348,0,82
6871,2019-07-07 20:53:01,fraud_Kovacek Ltd,travel,1.29,F,Clarksville,TN,151785,Pathologist,1341694381,0,50
6872,2019-07-07 21:07:42,fraud_Prosacco LLC,personal_care,90.7,M,Corriganville,MD,626,Energy engineer,1341695262,0,64
6873,2019-07-07 21:26:32,fraud_Botsford PLC,home,22.57,F,Grand Ridge,FL,3699,Art gallery manager,1341696392,0,76
6874,2019-07-07 21:45:45,fraud_Botsford and Sons,home,209.88,F,Beaver Falls,PA,28425,Podiatrist,1341697545,0,24
6875,2019-07-07 22:01:22,fraud_Volkman PLC,food_dining,58.18,M,Rock Glen,PA,143,Health and safety adviser,1341698482,0,42
6876,2019-07-07 22:19:09,"fraud_Pouros, Walker and Spencer",kids_pets,8.72,F,Bonfield,IL,1617,Medical secretary,1341699549,0,34
6877,2019-07-07 22:37:46,fraud_Kub-Heaney,health_fitness,76.69,M,Bridger,MT,1446,Chartered loss adjuster,1341700666,0,46
6878,2019-07-07 22:54:53,fraud_Bahringer Group,health_fitness,44.71,M,Methuen,MA,47249,Market researcher,1341701693,0,44
6879,2019-07-07 23:12:19,fraud_Gislason Group,travel,11.25,F,Norman,AR,1383,Manufacturing engineer,1341702739,1,25
6880,2019-07-07 23:34:06,"fraud_Kling, Howe and Schneider",home,136.85,F,Bellmore,NY,34496,"Librarian, public",1341704046,0,54
6881,2019-07-07 23:59:15,fraud_Bogisich Inc,grocery_pos,77.64,F,Kingsford Heights,IN,1423,"Psychologist, forensic",1341705555,0,26
6882,2019-07-08 00:27:01,fraud_Kunde-Sanford,misc_net,1.5,M,Leo,IN,5341,Biomedical engineer,1341707221,0,30
6883,2019-07-08 00:50:30,"fraud_Olson, Becker and Koch",gas_transport,53.66,M,Bolton,NC,2290,"Engineer, biomedical",1341708630,0,79
6884,2019-07-08 01:19:34,fraud_Cartwright-Harris,grocery_pos,97.65,F,Cowlesville,NY,1166,Colour technologist,1341710374,0,41
6885,2019-07-08 01:51:11,fraud_Huels-Hahn,gas_transport,73.86,F,Arcadia,SC,530,Animal technologist,1341712271,0,35
6886,2019-07-08 02:24:27,fraud_Eichmann-Russel,misc_pos,9.39,F,Catawba,VA,1363,Equality and diversity officer,1341714267,0,84
6887,2019-07-08 02:54:43,"fraud_Douglas, Schneider and Turner",shopping_pos,6.6,F,Washington Court House,OH,22305,Television floor manager,1341716083,0,85
6888,2019-07-08 03:22:17,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,5.02,F,Spirit Lake,ID,4161,Production manager,1341717737,0,67
6889,2019-07-08 03:52:32,"fraud_Greenfelder, Bartoletti and Davis",misc_net,124.85,M,Parker Dam,CA,126,Marketing executive,1341719552,0,32
6890,2019-07-08 04:18:25,"fraud_Schaefer, McGlynn and Bosco",gas_transport,61.67,M,Pembroke,NC,14783,Hospital doctor,1341721105,0,69
6891,2019-07-08 04:42:08,fraud_Kuhic LLC,shopping_net,8.29,M,Mallie,KY,798,Facilities manager,1341722528,0,98
6892,2019-07-08 05:06:33,"fraud_Robel, Cummerata and Prosacco",gas_transport,48.66,F,Ruidoso,NM,8874,Licensed conveyancer,1341723993,0,24
6893,2019-07-08 05:34:47,fraud_Balistreri-Nader,misc_pos,1360.22,F,Waynesfield,OH,2089,Building control surveyor,1341725687,0,61
6894,2019-07-08 06:05:23,"fraud_Parisian, Schiller and Altenwerth",misc_net,7.96,F,Blairstown,MO,467,Agricultural consultant,1341727523,0,74
6895,2019-07-08 06:31:14,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,114.88,F,Fort Myers,FL,224256,Paramedic,1341729074,0,39
6896,2019-07-08 06:57:32,fraud_Hermann-Gaylord,misc_pos,6.63,F,Carlotta,CA,1139,"Therapist, occupational",1341730652,0,73
6897,2019-07-08 07:27:24,"fraud_Boehm, Block and Jakubowski",misc_pos,220.67,M,Schaumburg,IL,92294,Claims inspector/assessor,1341732444,0,55
6898,2019-07-08 07:50:04,"fraud_Tromp, Kerluke and Glover",grocery_net,66.49,F,Grover,NC,5621,Toxicologist,1341733804,0,51
6899,2019-07-08 08:23:11,"fraud_Casper, Hand and Zulauf",grocery_pos,93.84,F,Gadsden,AL,67082,Ceramics designer,1341735791,0,54
6900,2019-07-08 08:53:58,"fraud_Casper, Hand and Zulauf",grocery_pos,168.19,F,Westerville,NE,73,Product designer,1341737638,0,89
6901,2019-07-08 09:22:15,fraud_Strosin-Cruickshank,grocery_pos,80.96,F,Ogdensburg,NJ,2456,Senior tax professional/tax inspector,1341739335,0,30
6902,2019-07-08 09:52:04,"fraud_Wiza, Schaden and Stark",misc_pos,32.22,F,Vancouver,WA,299480,Teaching laboratory technician,1341741124,0,39
6903,2019-07-08 10:22:15,fraud_Wolf Inc,grocery_pos,99.99,M,Iliff,CO,648,Community arts worker,1341742935,0,55
6904,2019-07-08 10:52:21,fraud_Fisher Inc,shopping_net,6.08,F,Gadsden,AL,67082,Ceramics designer,1341744741,0,54
6905,2019-07-08 11:17:35,fraud_McDermott-Rice,misc_pos,100.73,M,Portland,OR,841711,"Engineer, building services",1341746255,0,61
6906,2019-07-08 11:50:19,fraud_Botsford Ltd,shopping_pos,2.7,M,Spearsville,LA,1758,"Psychologist, forensic",1341748219,0,67
6907,2019-07-08 12:10:59,"fraud_Schoen, Nienow and Bauch",personal_care,69.62,M,Parkers Lake,KY,1565,"Designer, industrial/product",1341749459,0,56
6908,2019-07-08 12:26:08,"fraud_Fadel, Mertz and Rippin",entertainment,8.72,F,Napa,CA,94014,Airline pilot,1341750368,0,39
6909,2019-07-08 12:50:54,fraud_Cummerata-Hilpert,entertainment,61.99,F,Moro,IL,2401,"Buyer, industrial",1341751854,0,52
6910,2019-07-08 13:06:04,fraud_Kutch-Ferry,home,18.42,M,Elizabethtown,KY,48194,Surgeon,1341752764,0,34
6911,2019-07-08 13:24:50,fraud_Lind-Buckridge,entertainment,36.52,F,Halstad,MN,771,"Scientist, audiological",1341753890,0,52
6912,2019-07-08 13:43:59,fraud_Kautzer and Sons,personal_care,78.98,F,Karnack,TX,2807,Chiropodist,1341755039,0,93
6913,2019-07-08 14:02:44,fraud_Block-Hauck,travel,7.34,F,Stanchfield,MN,2607,"Lecturer, further education",1341756164,0,29
6914,2019-07-08 14:22:49,"fraud_Roberts, Ryan and Smith",personal_care,43.4,M,Hatch,UT,258,Geoscientist,1341757369,0,63
6915,2019-07-08 14:43:35,fraud_Schmidt-Larkin,home,17.87,F,Philadelphia,PA,1526206,Structural engineer,1341758615,0,39
6916,2019-07-08 15:05:43,fraud_Runte-Mohr,food_dining,54.99,M,West Hartford,VT,140,"Development worker, community",1341759943,0,35
6917,2019-07-08 15:19:58,"fraud_Bahringer, Bergnaum and Quitzon",home,175.39,F,Baton Rouge,LA,378909,"Designer, furniture",1341760798,0,47
6918,2019-07-08 15:38:44,"fraud_Ledner, Hartmann and Feest",health_fitness,32.22,F,New Ellenton,SC,2206,Biomedical scientist,1341761924,0,37
6919,2019-07-08 16:00:52,fraud_Rempel Inc,shopping_net,17.95,F,Superior,AZ,2872,Petroleum engineer,1341763252,0,37
6920,2019-07-08 16:22:53,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,4.08,M,Ballwin,MO,92608,"Engineer, communications",1341764573,0,23
6921,2019-07-08 16:44:03,"fraud_Pouros, Walker and Spencer",kids_pets,66.1,F,Tampa,FL,717255,Waste management officer,1341765843,0,58
6922,2019-07-08 17:04:43,"fraud_Bahringer, Osinski and Block",food_dining,29.38,F,West Sayville,NY,4056,Film/video editor,1341767083,0,34
6923,2019-07-08 17:24:18,fraud_Leannon-Nikolaus,travel,1.78,F,Armagh,PA,922,Early years teacher,1341768258,0,52
6924,2019-07-08 17:47:29,fraud_Fahey Inc,kids_pets,47.96,F,New York City,NY,1577385,Herbalist,1341769649,0,43
6925,2019-07-08 18:06:02,fraud_Bashirian Group,shopping_net,6.36,F,Loxahatchee,FL,26551,Paramedic,1341770762,0,47
6926,2019-07-08 18:24:50,"fraud_Kuhic, Bins and Pfeffer",shopping_net,4.47,M,Romulus,MI,31515,Police officer,1341771890,0,53
6927,2019-07-08 18:42:21,fraud_Douglas-White,entertainment,130.08,M,Arnold,MO,35439,Land/geomatics surveyor,1341772941,0,39
6928,2019-07-08 18:59:03,fraud_Medhurst Inc,home,106.41,M,Mount Perry,OH,1831,Barrister's clerk,1341773943,0,71
6929,2019-07-08 19:22:22,"fraud_O'Connell, Botsford and Hand",home,97.04,M,Springfield,GA,9034,"Therapist, occupational",1341775342,0,55
6930,2019-07-08 19:41:58,fraud_Lubowitz-Walter,kids_pets,48.51,F,Moundsville,WV,16183,Physiotherapist,1341776518,0,47
6931,2019-07-08 19:56:13,"fraud_Yost, Schamberger and Windler",kids_pets,59.65,F,Sturgis,MS,1923,Medical physicist,1341777373,0,64
6932,2019-07-08 20:16:35,fraud_Kling-Ernser,entertainment,67.82,F,Brandon,VT,5895,"Scientist, marine",1341778595,0,49
6933,2019-07-08 20:33:11,fraud_Parker-Kunde,personal_care,13.93,M,Jefferson,NY,1666,Diagnostic radiographer,1341779591,0,56
6934,2019-07-08 20:49:58,"fraud_Schiller, Blanda and Johnson",home,218.29,F,Grassflat,PA,489,Pension scheme manager,1341780598,0,68
6935,2019-07-08 21:09:12,fraud_Bernhard-Lesch,food_dining,25.92,F,Houston,TX,2906700,"Copywriter, advertising",1341781752,0,40
6936,2019-07-08 21:26:35,"fraud_Hartmann, Rowe and Hermann",travel,9.08,F,Grandview,TX,5875,"Radiographer, therapeutic",1341782795,0,32
6937,2019-07-08 21:45:09,fraud_Bruen-Yost,misc_pos,5.17,M,Moriarty,NM,7268,"Therapist, art",1341783909,0,36
6938,2019-07-08 22:05:28,"fraud_Effertz, Welch and Schowalter",entertainment,122.77,F,Mobile,AL,270712,"Surveyor, land/geomatics",1341785128,0,52
6939,2019-07-08 22:23:17,fraud_Wilkinson Ltd,entertainment,171.86,F,Roma,TX,18128,IT trainer,1341786197,0,34
6940,2019-07-08 22:41:26,"fraud_Schneider, Hayes and Nikolaus",food_dining,27.27,F,Grover,NC,5621,Toxicologist,1341787286,0,51
6941,2019-07-08 22:59:35,fraud_Botsford Ltd,shopping_pos,1106.68,F,Unionville,MO,3805,"Investment banker, corporate",1341788375,1,74
6942,2019-07-08 23:17:42,"fraud_Feil, Hilpert and Koss",food_dining,59.23,M,Manderson,SD,1126,Volunteer coordinator,1341789462,0,44
6943,2019-07-08 23:39:45,fraud_Dietrich-Fadel,health_fitness,107.81,F,Hinesburg,VT,4542,Claims inspector/assessor,1341790785,0,26
6944,2019-07-08 23:54:37,"fraud_Douglas, Schneider and Turner",shopping_pos,5.47,F,East Canaan,CT,647,Comptroller,1341791677,0,37
6945,2019-07-09 00:42:28,fraud_Kunze Inc,grocery_pos,96.65,M,Collettsville,NC,885,Soil scientist,1341794548,0,36
6946,2019-07-09 01:43:22,fraud_Pagac LLC,shopping_pos,3.31,F,Des Moines,IA,222785,Wellsite geologist,1341798202,0,68
6947,2019-07-09 02:51:39,fraud_Dickinson-Rempel,misc_pos,1.25,M,Springfield,GA,9034,"Therapist, occupational",1341802299,0,55
6948,2019-07-09 03:58:53,fraud_Bradtke PLC,grocery_pos,162.02,M,Moulton,IA,1132,Probation officer,1341806333,0,63
6949,2019-07-09 05:03:04,fraud_Huels-Hahn,gas_transport,61.01,M,Highland,IN,23727,Community arts worker,1341810184,0,42
6950,2019-07-09 06:01:50,"fraud_Casper, Hand and Zulauf",grocery_pos,186.68,F,Florence,MS,19685,Fine artist,1341813710,0,39
6951,2019-07-09 07:08:42,fraud_Cummings LLC,gas_transport,45.57,M,San Antonio,TX,1595797,Land,1341817722,0,29
6952,2019-07-09 07:59:25,"fraud_Swaniawski, Bahringer and Ledner",grocery_net,33.07,M,Sachse,TX,20328,Site engineer,1341820765,0,39
6953,2019-07-09 09:18:04,fraud_Pagac LLC,shopping_pos,127.24,M,Summerfield,TX,53,Fisheries officer,1341825484,0,32
6954,2019-07-09 10:10:03,"fraud_Christiansen, Goyette and Schamberger",gas_transport,71.01,M,Fiddletown,CA,832,Immigration officer,1341828603,0,37
6955,2019-07-09 10:57:52,"fraud_Schultz, Simonis and Little",grocery_pos,194.01,F,Grover,NC,5621,Toxicologist,1341831472,0,51
6956,2019-07-09 11:54:19,fraud_Block-Parisian,misc_net,120.78,M,Newberg,OR,28278,Research scientist (physical sciences),1341834859,0,47
6957,2019-07-09 12:32:54,fraud_Reichel LLC,personal_care,220.82,F,Knoxville,TN,391389,"Designer, industrial/product",1341837174,0,30
6958,2019-07-09 13:16:10,fraud_Hoppe-Parisian,kids_pets,82.53,F,West Columbia,SC,52126,Chemical engineer,1341839770,0,95
6959,2019-07-09 13:50:30,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,109.46,F,Orient,WA,149,Special educational needs teacher,1341841830,0,46
6960,2019-07-09 14:27:31,fraud_Fisher-Schowalter,shopping_net,1.4,M,Denham Springs,LA,71335,Herbalist,1341844051,0,30
6961,2019-07-09 15:10:33,"fraud_Bernhard, Grant and Langworth",shopping_pos,5.8,F,Meridian,ID,84106,Intelligence analyst,1341846633,0,53
6962,2019-07-09 15:48:36,fraud_Gislason Group,misc_pos,1.23,F,Thomas,OK,1675,Barrister,1341848916,0,38
6963,2019-07-09 16:23:44,"fraud_Hyatt, Russel and Gleichner",health_fitness,74.11,F,Moro,IL,2401,"Buyer, industrial",1341851024,0,52
6964,2019-07-09 16:59:06,fraud_Dooley Inc,shopping_pos,7.29,F,Knoxville,TN,391389,"Designer, industrial/product",1341853146,0,30
6965,2019-07-09 17:42:17,"fraud_Langosh, Wintheiser and Hyatt",food_dining,11.78,M,Cord,AR,376,"Designer, ceramics/pottery",1341855737,0,86
6966,2019-07-09 18:17:53,fraud_McKenzie-Huels,food_dining,71.67,F,Phoenix,AZ,1312922,Counselling psychologist,1341857873,0,25
6967,2019-07-09 18:59:31,"fraud_McCullough, Hudson and Schuster",food_dining,64.81,M,Mount Saint Joseph,OH,177,Exhibition designer,1341860371,0,50
6968,2019-07-09 19:29:37,fraud_Little Ltd,kids_pets,210.01,M,Sula,MT,218,"Therapist, horticultural",1341862177,0,29
6969,2019-07-09 20:07:41,fraud_Corwin-Romaguera,travel,6.67,F,Brownville,NY,1271,"Producer, radio",1341864461,0,66
6970,2019-07-09 20:56:43,fraud_Herzog Ltd,misc_pos,115.29,M,Port Charlotte,FL,79008,Quantity surveyor,1341867403,0,40
6971,2019-07-09 21:34:34,fraud_Lynch-Wisozk,home,145.05,M,Oconto Falls,WI,5548,Mining engineer,1341869674,0,49
6972,2019-07-09 22:18:12,fraud_Abbott-Steuber,personal_care,17.66,F,Darien,GA,5989,Tax adviser,1341872292,0,57
6973,2019-07-09 22:52:58,fraud_Nienow PLC,entertainment,29.29,M,Winfield,WV,5512,Exhibition designer,1341874378,0,44
6974,2019-07-09 23:25:27,"fraud_Windler, Goodwin and Kovacek",home,59.58,F,Powell Butte,OR,2016,Local government officer,1341876327,0,70
6975,2019-07-10 00:05:02,fraud_Howe Ltd,misc_pos,31.16,F,Houston,TX,2906700,"Copywriter, advertising",1341878702,0,40
6976,2019-07-10 01:07:34,fraud_Hermann-Gaylord,misc_pos,39.56,F,Cuthbert,GA,5726,Fitness centre manager,1341882454,0,77
6977,2019-07-10 01:55:50,fraud_Miller-Hauck,grocery_pos,25.51,M,Lonsdale,MN,5211,Chief Strategy Officer,1341885350,0,37
6978,2019-07-10 02:45:55,fraud_McGlynn-Jaskolski,misc_pos,9.58,F,Hurricane,WV,21902,Sub,1341888355,0,44
6979,2019-07-10 03:44:49,"fraud_Lind, Huel and McClure",gas_transport,73.68,M,Oriskany Falls,NY,1970,"Programmer, multimedia",1341891889,0,75
6980,2019-07-10 04:39:07,"fraud_Streich, Hansen and Veum",gas_transport,52.32,F,Halstad,MN,771,"Scientist, audiological",1341895147,0,52
6981,2019-07-10 05:27:14,fraud_Bashirian Group,shopping_net,6.71,F,Los Angeles,CA,2383912,"Journalist, newspaper",1341898034,0,65
6982,2019-07-10 06:21:06,"fraud_Turner, Ruecker and Parisian",misc_pos,679.38,M,Port Costa,CA,198,Armed forces training and education officer,1341901266,0,65
6983,2019-07-10 07:17:22,fraud_Klocko LLC,misc_net,171.75,F,Blairstown,MO,467,Agricultural consultant,1341904642,0,74
6984,2019-07-10 08:08:09,fraud_Pagac LLC,shopping_pos,2.27,M,Cadiz,KY,13422,Commissioning editor,1341907689,0,63
6985,2019-07-10 08:54:07,fraud_Doyle Ltd,grocery_pos,153.51,F,Fordoche,LA,1178,Community education officer,1341910447,0,73
6986,2019-07-10 09:35:07,fraud_Lebsack and Sons,misc_net,6.18,M,Paulding,OH,6284,Secondary school teacher,1341912907,0,88
6987,2019-07-10 10:50:54,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,9.59,M,Hartford,AL,5732,Jewellery designer,1341917454,0,79
6988,2019-07-10 11:53:08,"fraud_Fadel, Mertz and Rippin",entertainment,97.24,F,Laguna Hills,CA,45303,Sales executive,1341921188,0,54
6989,2019-07-10 12:29:00,"fraud_Mueller, Gerhold and Mueller",health_fitness,169.39,F,Roosevelt,OK,551,Amenity horticulturist,1341923340,0,54
6990,2019-07-10 13:02:56,"fraud_Schaefer, Fay and Hilll",entertainment,72.56,F,Barnard,SD,63,Systems developer,1341925376,0,55
6991,2019-07-10 13:36:00,fraud_Berge-Hills,kids_pets,123.6,F,Barnstable,MA,1850,Counselling psychologist,1341927360,0,60
6992,2019-07-10 14:14:25,fraud_Fadel Inc,health_fitness,13.49,F,Tomahawk,WI,9594,Seismic interpreter,1341929665,0,27
6993,2019-07-10 14:48:11,"fraud_Kling, Howe and Schneider",home,78.9,M,Elizabethtown,KY,48194,Surgeon,1341931691,0,34
6994,2019-07-10 15:25:03,fraud_Kuhn Group,food_dining,48.36,F,Holcomb,KS,2691,Arboriculturist,1341933903,0,31
6995,2019-07-10 16:08:49,fraud_Erdman-Durgan,health_fitness,37.57,F,Notrees,TX,23,Cytogeneticist,1341936529,0,55
6996,2019-07-10 16:42:27,"fraud_Nienow, Ankunding and Collier",misc_pos,2.66,F,Halstad,MN,771,"Scientist, audiological",1341938547,0,52
6997,2019-07-10 17:15:01,fraud_Hamill-D'Amore,health_fitness,17.89,F,Eugene,OR,191096,"Scientist, physiological",1341940501,0,60
6998,2019-07-10 17:45:10,fraud_Crooks and Sons,personal_care,61.11,F,Huntington Beach,CA,190249,"Therapist, horticultural",1341942310,0,48
6999,2019-07-10 18:20:34,"fraud_Bins, Balistreri and Beatty",shopping_pos,1.85,M,Edmond,OK,116001,Media buyer,1341944434,0,31
7000,2019-07-10 18:52:45,"fraud_Langosh, Wintheiser and Hyatt",food_dining,2.69,F,Wheaton,MO,760,Production manager,1341946365,0,39
7001,2019-07-10 19:34:52,fraud_Lynch Ltd,shopping_pos,88.32,F,Goodrich,MI,6951,Learning disability nurse,1341948892,0,39
7002,2019-07-10 20:08:01,fraud_Fadel-Hilpert,health_fitness,9.7,F,West Henrietta,NY,10256,"Teacher, primary school",1341950881,0,56
7003,2019-07-10 20:39:30,"fraud_Romaguera, Wehner and Tromp",kids_pets,19.79,F,Iselin,NJ,18459,Emergency planning/management officer,1341952770,0,95
7004,2019-07-10 21:17:57,fraud_Leffler-Goldner,personal_care,207.76,F,Maysville,KY,14228,Advertising account executive,1341955077,0,53
7005,2019-07-10 21:53:46,"fraud_Fadel, Mertz and Rippin",entertainment,42.11,F,Eagarville,IL,91,Materials engineer,1341957226,0,62
7006,2019-07-10 22:25:30,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,5.05,F,Thomas,WV,836,Forensic psychologist,1341959130,0,43
7007,2019-07-10 22:56:48,"fraud_Weimann, Kuhic and Beahan",shopping_pos,872.04,M,Bay City,MI,67858,Water quality scientist,1341961008,1,29
7008,2019-07-10 23:28:22,fraud_Gulgowski LLC,home,113.26,F,Centerview,MO,2368,Electronics engineer,1341962902,0,35
7009,2019-07-11 00:13:15,fraud_Kutch-Hegmann,grocery_net,73.44,F,Sebring,FL,50835,Environmental consultant,1341965595,0,38
7010,2019-07-11 00:47:33,"fraud_Stehr, Jewess and Schimmel",misc_net,9.3,M,West Harrison,NY,11250,Lexicographer,1341967653,0,47
7011,2019-07-11 01:29:01,fraud_Kilback LLC,grocery_pos,174.97,F,De Soto,KS,5760,Chief Executive Officer,1341970141,0,46
7012,2019-07-11 02:13:54,fraud_Huels-Nolan,gas_transport,47.93,M,Amsterdam,OH,2208,Mental health nurse,1341972834,0,63
7013,2019-07-11 03:07:20,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,63.52,F,Topeka,KS,163415,Secondary school teacher,1341976040,0,19
7014,2019-07-11 03:54:15,fraud_Torp-Lemke,misc_pos,27.3,M,Utica,PA,1102,Garment/textile technologist,1341978855,0,35
7015,2019-07-11 04:35:05,"fraud_Raynor, Feest and Miller",gas_transport,52.84,F,Dubre,KY,341,Insurance risk surveyor,1341981305,0,92
7016,2019-07-11 05:38:14,fraud_Cummings Group,grocery_net,46.71,M,Nazareth,TX,686,Petroleum engineer,1341985094,0,44
7017,2019-07-11 06:24:16,fraud_McDermott-Rice,misc_pos,8.88,F,Cisco,IL,478,Landscape architect,1341987856,0,64
7018,2019-07-11 07:13:06,"fraud_Jenkins, Hauck and Friesen",gas_transport,62.93,M,Bessemer,AL,71463,Radio broadcast assistant,1341990786,0,35
7019,2019-07-11 08:00:08,fraud_Collier Inc,grocery_net,73.21,F,Meredith,CO,61,Public relations account executive,1341993608,0,85
7020,2019-07-11 08:41:32,fraud_Nienow PLC,entertainment,40.29,F,West Palm Beach,FL,459921,Historic buildings inspector/conservation officer,1341996092,0,64
7021,2019-07-11 09:26:55,fraud_Smitham-Boehm,grocery_net,29.93,F,Hannawa Falls,NY,69,Chief Executive Officer,1341998815,0,33
7022,2019-07-11 10:09:45,"fraud_Rowe, Batz and Goodwin",grocery_pos,41.02,M,Cleveland,AL,3996,Aid worker,1342001385,0,47
7023,2019-07-11 11:05:41,fraud_Kling Inc,gas_transport,56.91,M,Johns Island,SC,20478,Materials engineer,1342004741,0,27
7024,2019-07-11 11:50:09,fraud_Emard Inc,gas_transport,67.15,F,Wetmore,MI,765,Immunologist,1342007409,0,52
7025,2019-07-11 12:27:18,"fraud_Kilback, Nitzsche and Leffler",travel,4.17,F,Brantley,AL,2566,Exercise physiologist,1342009638,0,66
7026,2019-07-11 12:56:18,"fraud_Quitzon, Green and Bashirian",shopping_pos,1.74,F,Meridian,TX,2526,Phytotherapist,1342011378,0,54
7027,2019-07-11 13:28:49,fraud_Little Ltd,kids_pets,46.98,M,Brooklin,ME,824,"Loss adjuster, chartered",1342013329,0,50
7028,2019-07-11 13:52:46,fraud_Barton LLC,kids_pets,79.52,F,Center Point,WV,255,Chief Executive Officer,1342014766,0,53
7029,2019-07-11 14:21:07,fraud_Yost-Rogahn,personal_care,130.08,F,Thomas,WV,836,Forensic psychologist,1342016467,0,43
7030,2019-07-11 14:54:02,"fraud_Terry, Johns and Bins",misc_pos,34.78,F,Elberta,MI,372,"Exhibitions officer, museum/gallery",1342018442,0,29
7031,2019-07-11 15:20:59,fraud_Bins-Howell,personal_care,7.1,F,Plymouth,CT,2376,Herpetologist,1342020059,0,51
7032,2019-07-11 15:49:18,fraud_Bednar Inc,travel,1061.42,M,Ragland,AL,4159,Educational psychologist,1342021758,0,26
7033,2019-07-11 16:27:01,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,1.2,F,Jermyn,PA,6508,Training and development officer,1342024021,0,43
7034,2019-07-11 17:01:21,fraud_Little Ltd,kids_pets,64.16,F,Laguna Hills,CA,45303,Sales executive,1342026081,0,54
7035,2019-07-11 17:32:16,"fraud_Ledner, Hartmann and Feest",health_fitness,74.84,M,Ollie,IA,568,Commercial horticulturist,1342027936,0,55
7036,2019-07-11 18:04:50,"fraud_Dare, Casper and Bartoletti",kids_pets,75.41,F,Phoenix,AZ,1312922,Contractor,1342029890,0,43
7037,2019-07-11 18:47:15,"fraud_Baumbach, Feeney and Morar",shopping_net,1.5,F,Armagh,PA,922,Early years teacher,1342032435,0,52
7038,2019-07-11 19:16:11,fraud_Eichmann-Kilback,home,18.29,F,Bauxite,AR,4074,"Scientist, audiological",1342034171,0,48
7039,2019-07-11 19:52:44,fraud_Kub-Heaney,health_fitness,3.84,F,Brantley,AL,2566,Exercise physiologist,1342036364,0,66
7040,2019-07-11 20:19:46,"fraud_Monahan, Bogisich and Ledner",misc_pos,6.1,F,Lanark Village,FL,217,Television production assistant,1342037986,0,34
7041,2019-07-11 20:56:19,"fraud_Pouros, Walker and Spencer",kids_pets,60.65,F,New Ellenton,SC,2206,Biomedical scientist,1342040179,0,37
7042,2019-07-11 21:23:06,"fraud_Durgan, Gislason and Spencer",home,41.12,M,Southfield,MI,75830,"Engineer, automotive",1342041786,0,49
7043,2019-07-11 21:56:12,fraud_Lesch Ltd,shopping_pos,4.09,M,Cochranton,PA,5507,Retail merchandiser,1342043772,0,51
7044,2019-07-11 22:28:18,"fraud_Schneider, Hayes and Nikolaus",food_dining,78.16,M,Deadwood,SD,1979,Multimedia programmer,1342045698,0,54
7045,2019-07-11 22:55:46,fraud_Cormier LLC,shopping_net,7.74,M,Lima,OH,86954,"Copywriter, advertising",1342047346,0,32
7046,2019-07-11 23:26:50,"fraud_Zboncak, Rowe and Murazik",shopping_net,4.42,F,Cleveland,TX,34153,Building surveyor,1342049210,0,29
